customer_id,age,city,monthly_income,avg_monthly_balance,monthly_expense,existing_emi,cibil_score,salary_consistency,digital_activity_score,credit_card_spend,investment_amount,rent_payment,loan_history,foir,savings_ratio,recommended_loan,loan_accepted
CUST06016,30,Pune,132850,61196,112318,38441,691,0.76,77,24720,75617,1,1,0.29,-0.13,Home Loan,1
CUST06017,36,Chennai,27359,20542,13973,9107,626,0.56,68,10796,11154,0,1,0.33,0.16,Personal Loan,1
CUST06018,57,Chennai,127111,168365,93632,6063,681,0.94,51,63902,42725,1,0,0.05,0.22,Home Loan,1
CUST06019,36,Delhi,118444,162573,41215,12129,829,0.59,81,31396,41860,1,3,0.1,0.55,Home Loan,1
CUST06020,55,Chennai,236911,200713,184254,39873,594,0.63,56,78310,116707,1,1,0.17,0.05,None,0
CUST06021,58,Bangalore,148959,94281,47028,33231,621,0.9,85,47900,37698,0,3,0.22,0.46,Auto Loan,1
CUST06022,23,Delhi,65608,88679,53414,12305,738,0.81,43,19564,409,0,3,0.19,-0.0,Mortgage Loan,1
CUST06023,33,Nagpur,209825,260832,157448,30831,585,0.85,26,43310,95830,0,0,0.15,0.1,None,0
CUST06024,45,Nagpur,227180,63650,103244,62617,616,0.91,38,132773,13103,1,2,0.28,0.27,Home Loan,1
CUST06025,46,Mumbai,144034,225437,106454,58302,757,0.96,57,64913,71620,1,3,0.4,-0.14,None,0
CUST06026,35,Nagpur,91381,139042,26043,39788,705,0.49,40,20891,27128,1,2,0.44,0.28,Home Loan,1
CUST06027,48,Pune,206810,237769,63191,86679,746,0.85,77,70186,78040,0,0,0.42,0.28,Auto Loan,1
CUST06028,35,Chennai,66917,112973,43597,29071,786,0.44,43,14921,29140,1,2,0.43,-0.09,None,0
CUST06029,36,Chennai,223524,187036,114715,5007,777,0.76,73,87062,64432,0,3,0.02,0.46,Personal Loan,1
CUST06030,42,Pune,119074,56615,94837,25860,623,0.92,81,9787,20595,0,2,0.22,-0.01,None,0
CUST06031,39,Bangalore,53385,52543,33528,7967,665,0.47,45,7152,31486,0,2,0.15,0.22,None,0
CUST06032,42,Mumbai,218120,160816,134379,43929,640,0.77,23,76182,106411,1,2,0.2,0.18,Home Loan,1
CUST06033,59,Pune,165525,276209,97930,34905,825,0.96,92,98275,19558,0,0,0.21,0.2,Personal Loan,1
CUST06034,46,Bangalore,28208,42677,20956,2648,797,0.52,94,14908,4689,1,0,0.09,0.16,Personal Loan,1
CUST06035,35,Mumbai,58494,52802,32193,10687,595,0.49,46,19727,37265,1,2,0.18,0.27,None,0
CUST06036,54,Pune,45041,60942,35052,2102,726,0.97,45,13939,23435,0,0,0.05,0.18,None,0
CUST06037,22,Bangalore,210328,290704,61785,85494,719,0.58,89,93433,23661,0,2,0.41,0.3,Personal Loan,1
CUST06038,29,Nagpur,226984,378703,162135,82648,766,0.51,96,111931,126636,1,3,0.36,-0.08,None,0
CUST06039,27,Nagpur,186290,212270,103733,44809,644,0.7,31,49550,24817,0,2,0.24,0.2,Mortgage Loan,1
CUST06040,56,Chennai,197589,196151,105016,75905,843,0.6,52,11996,90242,0,2,0.38,0.08,None,0
CUST06041,22,Hyderabad,144854,122400,36471,736,635,0.78,45,83901,514,1,3,0.01,0.74,None,0
CUST06042,33,Pune,29184,26865,9618,11580,816,0.71,23,9173,1246,1,0,0.4,0.27,None,0
CUST06043,24,Pune,168216,251640,58526,75249,821,0.59,40,86913,96687,0,2,0.45,0.2,Personal Loan,1
CUST06044,30,Nagpur,162986,63162,99435,15611,630,0.77,92,19244,41289,1,1,0.1,0.29,Home Loan,1
CUST06045,40,Delhi,187550,62341,59871,77999,752,0.52,69,54594,107786,1,1,0.42,0.26,None,0
CUST06046,40,Hyderabad,166227,185745,88636,50795,753,0.5,65,31788,58740,0,0,0.31,0.16,Auto Loan,1
CUST06047,30,Bangalore,167578,277707,100951,74830,617,0.71,33,21176,903,0,2,0.45,-0.05,None,0
CUST06048,52,Delhi,128256,82278,69443,26763,636,0.5,50,70094,16219,0,1,0.21,0.25,Personal Loan,1
CUST06049,42,Hyderabad,158496,198148,72419,52074,842,0.56,26,59936,11582,1,1,0.33,0.21,Home Loan,1
CUST06050,30,Delhi,164812,23896,44241,42921,638,0.64,66,98320,9151,0,3,0.26,0.47,None,0
CUST06051,58,Bangalore,135318,206706,108903,33427,743,1.0,93,10561,40832,0,0,0.25,-0.05,Auto Loan,1
CUST06052,59,Chennai,98231,168790,66084,3435,644,0.7,86,16483,54510,0,0,0.03,0.29,Auto Loan,1
CUST06053,36,Chennai,134504,190939,37279,19380,722,0.97,62,16455,84441,0,0,0.14,0.58,Auto Loan,1
CUST06054,52,Chennai,193530,191615,79900,65051,675,0.47,27,102338,91437,1,3,0.34,0.25,Home Loan,1
CUST06055,27,Mumbai,208722,310180,109156,76691,645,0.42,77,25531,58863,1,2,0.37,0.11,None,0
CUST06056,44,Delhi,212746,186596,61877,79992,653,0.83,65,54581,48465,1,2,0.38,0.33,None,0
CUST06057,28,Bangalore,159722,254106,49420,10855,768,0.64,51,27979,15905,1,0,0.07,0.62,Home Loan,1
CUST06058,31,Bangalore,178151,305528,100041,61743,634,0.63,62,99019,110447,0,0,0.35,0.09,None,0
CUST06059,54,Delhi,28506,23267,8461,12019,599,0.61,67,15216,11393,1,2,0.42,0.28,None,0
CUST06060,40,Pune,190349,76479,101646,62828,637,0.81,84,80870,57544,1,3,0.33,0.14,Home Loan,1
CUST06061,33,Nagpur,188171,27007,147421,80594,636,0.47,74,42572,83591,0,1,0.43,-0.21,None,0
CUST06062,55,Mumbai,198433,84783,96778,78256,835,0.57,21,115190,89069,1,2,0.39,0.12,None,0
CUST06063,34,Chennai,143507,164158,36755,43665,814,0.94,75,17096,53531,1,1,0.3,0.44,Home Loan,1
CUST06064,49,Chennai,240194,52877,90344,68049,662,0.68,99,112351,88589,0,3,0.28,0.34,Personal Loan,1
CUST06065,27,Mumbai,148677,160957,57886,51386,789,0.79,82,69589,83272,1,0,0.35,0.27,Home Loan,1
CUST06066,57,Chennai,80788,121263,60886,21850,714,0.71,23,39214,47240,0,1,0.27,-0.02,None,0
CUST06067,40,Mumbai,246587,167065,119384,28754,786,0.99,49,129142,35518,1,0,0.12,0.4,Home Loan,1
CUST06068,45,Hyderabad,192586,37621,61504,59855,789,0.53,81,27025,28126,1,0,0.31,0.37,Home Loan,1
CUST06069,52,Pune,62737,18339,45997,3963,762,0.58,91,13368,26431,0,2,0.06,0.2,Auto Loan,1
CUST06070,32,Pune,68269,37738,51505,24263,668,0.55,39,16078,33136,0,0,0.36,-0.11,None,0
CUST06071,37,Delhi,219759,384723,180438,42981,771,0.5,82,122614,112701,1,0,0.2,-0.02,Home Loan,1
CUST06072,44,Chennai,73690,48661,35812,11615,747,0.4,54,27680,37433,0,3,0.16,0.36,Personal Loan,1
CUST06073,49,Pune,53329,81402,25932,12984,767,0.44,95,26523,28260,1,3,0.24,0.27,Personal Loan,1
CUST06074,26,Nagpur,158513,267241,40905,35323,822,0.96,76,34076,52105,0,1,0.22,0.52,Auto Loan,1
CUST06075,48,Chennai,198843,315436,96184,81055,582,0.87,22,28628,53600,0,2,0.41,0.11,None,0
CUST06076,22,Delhi,246472,278473,111401,97869,769,0.48,55,106900,62841,1,1,0.4,0.15,None,0
CUST06077,50,Mumbai,112476,55377,79882,5465,627,0.81,99,9325,70842,0,3,0.05,0.24,Auto Loan,1
CUST06078,34,Chennai,230211,195991,113197,4903,737,0.45,20,133596,148709,0,2,0.02,0.49,Personal Loan,1
CUST06079,44,Mumbai,199150,314504,137022,2194,760,0.88,50,114253,47168,1,1,0.01,0.3,Home Loan,1
CUST06080,34,Mumbai,27532,48932,23152,11094,770,0.47,91,10824,17054,1,0,0.4,-0.24,None,0
CUST06081,53,Delhi,21283,9289,10242,9266,823,0.74,31,11704,3767,0,2,0.44,0.08,None,0
CUST06082,54,Pune,249439,169179,87671,1660,743,0.53,84,137360,57048,0,0,0.01,0.64,Personal Loan,1
CUST06083,29,Pune,229857,133873,121152,25559,640,0.78,54,135737,8526,1,2,0.11,0.36,Home Loan,1
CUST06084,58,Mumbai,130598,171823,56793,22898,847,0.4,27,65015,55911,0,0,0.18,0.39,Personal Loan,1
CUST06085,46,Nagpur,86099,149672,50626,31998,822,0.66,87,40551,19362,1,2,0.37,0.04,None,0
CUST06086,53,Bangalore,29239,37227,22127,5311,782,0.42,79,16417,4436,1,1,0.18,0.06,None,0
CUST06087,48,Chennai,164811,273759,61304,57700,698,0.67,57,48746,33086,0,3,0.35,0.28,None,0
CUST06088,39,Nagpur,175447,111283,135788,57943,835,0.68,81,20322,116455,0,0,0.33,-0.1,Auto Loan,1
CUST06089,50,Bangalore,138302,49857,71336,60497,773,0.99,64,30674,1529,1,3,0.44,0.05,None,0
CUST06090,58,Mumbai,120300,33585,35607,32256,750,0.9,45,61189,61901,1,1,0.27,0.44,Home Loan,1
CUST06091,23,Chennai,171257,44162,118468,2186,644,0.71,53,59418,6957,1,1,0.01,0.3,Home Loan,1
CUST06092,30,Delhi,39612,58826,27762,16300,848,0.86,51,7622,4315,0,2,0.41,-0.11,None,0
CUST06093,53,Hyderabad,39863,12654,17253,11927,728,0.61,89,23576,19081,0,0,0.3,0.27,None,0
CUST06094,54,Hyderabad,154954,237060,61118,66107,755,0.56,70,25761,47106,1,1,0.43,0.18,Home Loan,1
CUST06095,36,Delhi,186937,303995,94258,48358,718,0.9,73,10206,19839,1,3,0.26,0.24,Home Loan,1
CUST06096,34,Nagpur,50559,45595,27919,1395,821,0.7,36,5942,31941,1,0,0.03,0.42,Mortgage Loan,1
CUST06097,32,Mumbai,117582,139777,45295,7242,761,0.69,76,50893,59999,1,1,0.06,0.55,Home Loan,1
CUST06098,37,Nagpur,104013,50271,77562,35812,628,1.0,70,14882,10657,0,3,0.34,-0.09,Auto Loan,1
CUST06099,36,Delhi,218370,371153,109128,64037,752,0.78,41,80536,124491,0,0,0.29,0.21,Personal Loan,1
CUST06100,44,Bangalore,55097,65540,40813,2704,669,0.78,57,31131,32443,1,0,0.05,0.21,Personal Loan,1
CUST06101,44,Mumbai,177744,72053,63662,16730,682,0.64,20,86025,2432,1,0,0.09,0.55,Home Loan,1
CUST06102,55,Delhi,174384,208221,139837,67419,795,0.51,96,101392,48158,1,0,0.39,-0.19,None,0
CUST06103,41,Nagpur,201480,323183,60943,89526,825,0.97,95,79731,63979,1,1,0.44,0.25,Home Loan,1
CUST06104,51,Hyderabad,143766,141110,98763,28309,655,0.82,22,66771,9352,1,2,0.2,0.12,None,0
CUST06105,42,Chennai,222525,155526,117024,49682,762,0.82,33,71172,116692,1,0,0.22,0.25,Home Loan,1
CUST06106,27,Mumbai,113229,167400,44527,43243,601,0.7,22,45669,17080,0,0,0.38,0.22,None,0
CUST06107,32,Delhi,157365,49107,50417,20981,702,0.88,79,93113,98848,1,1,0.13,0.55,Home Loan,1
CUST06108,34,Chennai,74246,108752,47662,24552,600,0.75,63,32799,14390,0,2,0.33,0.03,Personal Loan,1
CUST06109,54,Nagpur,240566,117703,158933,25561,765,0.92,66,49540,39221,1,0,0.11,0.23,Home Loan,1
CUST06110,55,Delhi,80512,15355,37410,2596,650,0.94,95,42016,1840,1,3,0.03,0.5,Home Loan,1
CUST06111,52,Hyderabad,178864,216378,133772,892,682,0.53,92,81067,115945,1,3,0.0,0.25,None,0
CUST06112,50,Nagpur,207945,292098,127429,70083,760,0.44,23,29850,58189,1,1,0.34,0.05,Home Loan,1
CUST06113,24,Pune,211303,229945,151059,28498,627,0.71,46,40715,92724,1,3,0.13,0.15,None,0
CUST06114,29,Bangalore,222944,256728,82932,5668,784,0.85,41,43957,28136,0,1,0.03,0.6,Mortgage Loan,1
CUST06115,45,Mumbai,236820,98062,150507,74719,817,0.42,74,91547,107634,0,3,0.32,0.05,None,0
CUST06116,29,Hyderabad,43056,47598,25687,3911,816,0.8,90,12225,6146,1,0,0.09,0.31,Auto Loan,1
CUST06117,45,Mumbai,127213,19129,91288,51001,604,0.99,30,9898,18779,1,1,0.4,-0.12,None,0
CUST06118,55,Pune,115049,93505,62605,14074,732,0.78,63,40483,2532,0,2,0.12,0.33,Personal Loan,1
CUST06119,47,Hyderabad,178236,294193,87505,64440,599,0.51,28,9997,123502,0,1,0.36,0.15,None,0
CUST06120,42,Pune,242021,350909,97267,95866,799,0.98,54,89404,149830,1,1,0.4,0.2,Home Loan,1
CUST06121,57,Chennai,118714,194763,74293,27083,660,0.76,99,24556,32769,0,2,0.23,0.15,None,0
CUST06122,31,Hyderabad,189457,109246,65557,17315,702,0.92,63,64163,11818,1,1,0.09,0.56,Home Loan,1
CUST06123,31,Chennai,223390,202132,127269,61644,742,0.6,77,87570,133786,0,0,0.28,0.15,Personal Loan,1
CUST06124,35,Nagpur,147619,243798,63689,23827,759,0.49,74,27986,24249,1,2,0.16,0.41,Home Loan,1
CUST06125,31,Bangalore,28839,50491,12973,6732,730,0.42,52,6329,5691,1,1,0.23,0.32,Mortgage Loan,1
CUST06126,40,Hyderabad,81460,17359,41889,14599,808,0.62,90,15699,33471,1,2,0.18,0.31,Home Loan,1
CUST06127,47,Nagpur,110332,92178,54309,48995,632,0.78,86,25487,33430,0,1,0.44,0.06,None,0
CUST06128,46,Bangalore,145525,101147,69495,52016,602,0.89,46,69206,96193,0,0,0.36,0.17,None,0
CUST06129,46,Mumbai,142092,154318,37955,14484,825,0.46,38,51769,31329,0,0,0.1,0.63,None,0
CUST06130,43,Pune,73553,72306,35878,13017,638,0.49,59,6883,15900,1,3,0.18,0.34,None,0
CUST06131,31,Bangalore,128315,150517,65331,28745,679,0.71,28,33711,40266,1,0,0.22,0.27,Home Loan,1
CUST06132,43,Mumbai,91502,13074,50652,19512,658,0.52,47,6078,46345,1,2,0.21,0.23,None,0
CUST06133,47,Hyderabad,157587,167389,121409,52216,818,0.57,81,20594,73169,1,0,0.33,-0.1,Home Loan,1
CUST06134,26,Pune,217495,74934,148728,91224,611,0.49,72,99975,93754,0,1,0.42,-0.1,None,0
CUST06135,52,Nagpur,221183,312529,97109,66868,834,0.4,82,22687,99271,1,3,0.3,0.26,Home Loan,1
CUST06136,32,Pune,100904,177108,35747,27883,780,0.42,85,55780,66200,0,0,0.28,0.37,Personal Loan,1
CUST06137,58,Bangalore,138486,31066,112056,15352,815,0.9,58,16060,90055,0,2,0.11,0.08,Auto Loan,1
CUST06138,24,Mumbai,188836,192485,118006,75611,749,0.53,45,105044,6010,0,1,0.4,-0.03,None,0
CUST06139,47,Bangalore,74411,110532,42218,24967,621,0.56,50,20957,49310,0,1,0.34,0.1,None,0
CUST06140,23,Pune,113007,181127,75179,16114,629,0.58,63,58712,36360,0,3,0.14,0.19,None,0
CUST06141,56,Bangalore,27845,8186,8957,739,734,0.61,98,8347,14931,1,2,0.03,0.65,None,0
CUST06142,54,Delhi,203109,323815,169250,55940,610,0.6,36,86698,111834,0,2,0.28,-0.11,None,0
CUST06143,30,Nagpur,135436,59811,49483,30302,640,0.87,36,62436,78579,1,0,0.22,0.41,Home Loan,1
CUST06144,53,Mumbai,165770,275027,101020,35750,665,0.87,75,51228,77956,0,2,0.22,0.17,Auto Loan,1
CUST06145,38,Hyderabad,152408,216634,80021,45605,735,0.54,38,46896,60020,1,2,0.3,0.18,Home Loan,1
CUST06146,54,Mumbai,201599,295154,158885,32538,680,0.97,83,20068,53136,0,1,0.16,0.05,None,0
CUST06147,32,Hyderabad,96368,127397,28283,21975,752,0.99,39,12500,25816,1,3,0.23,0.48,Home Loan,1
CUST06148,27,Delhi,69573,45012,52780,13203,746,0.51,32,39932,2462,0,2,0.19,0.05,Personal Loan,1
CUST06149,55,Chennai,97376,61112,47771,12657,836,0.92,71,38616,27911,1,1,0.13,0.38,Home Loan,1
CUST06150,55,Chennai,248160,392717,185628,52491,699,0.63,34,131071,39640,1,1,0.21,0.04,None,0
CUST06151,46,Pune,189899,136066,55753,48508,773,0.85,94,91547,7193,1,1,0.26,0.45,Home Loan,1
CUST06152,25,Bangalore,43379,19216,19681,14823,779,0.74,61,18219,28639,0,1,0.34,0.2,None,0
CUST06153,33,Delhi,101327,73456,50573,14026,738,0.73,69,42155,22669,1,0,0.14,0.36,Home Loan,1
CUST06154,34,Nagpur,68964,43000,50050,4463,833,0.96,33,40890,18827,1,2,0.06,0.21,Personal Loan,1
CUST06155,46,Hyderabad,96053,113220,33668,5320,672,0.54,97,13488,63771,1,1,0.06,0.59,Home Loan,1
CUST06156,23,Mumbai,129444,96269,73660,40648,755,0.7,98,53592,59902,0,0,0.31,0.12,None,0
CUST06157,43,Bangalore,243999,104584,131940,41379,775,0.95,61,84261,84663,1,2,0.17,0.29,Home Loan,1
CUST06158,34,Mumbai,139463,89377,68920,10910,676,0.58,97,44733,40937,1,1,0.08,0.43,Home Loan,1
CUST06159,29,Pune,157138,94839,92766,16019,782,0.94,58,76252,37569,1,2,0.1,0.31,Home Loan,1
CUST06160,52,Nagpur,56507,47680,18536,3448,608,0.59,57,4000,23481,0,3,0.06,0.61,None,0
CUST06161,26,Hyderabad,93380,52210,66063,12529,591,0.89,48,35688,57209,1,2,0.13,0.16,Home Loan,1
CUST06162,49,Bangalore,49158,34494,18636,19905,760,0.92,65,25525,32154,0,1,0.4,0.22,None,0
CUST06163,56,Chennai,111103,198818,92561,22607,641,0.58,77,41723,39637,1,3,0.2,-0.04,None,0
CUST06164,43,Delhi,68984,13075,37393,18952,757,0.96,43,34734,4487,1,1,0.27,0.18,Personal Loan,1
CUST06165,50,Delhi,173983,253648,86159,1220,780,0.84,55,28398,48769,0,0,0.01,0.5,Auto Loan,1
CUST06166,33,Nagpur,203937,333294,153575,31151,656,0.61,74,54437,76706,0,1,0.15,0.09,None,0
CUST06167,39,Pune,66491,33491,48371,23452,734,0.73,78,25309,39294,0,0,0.35,-0.08,None,0
CUST06168,35,Pune,116883,195787,85216,39823,612,0.91,20,38097,3619,1,2,0.34,-0.07,None,0
CUST06169,51,Mumbai,176174,148523,147062,53699,620,0.6,77,36264,94715,0,1,0.3,-0.14,None,0
CUST06170,50,Bangalore,37322,5621,14410,683,677,0.59,29,16204,15531,1,3,0.02,0.6,None,0
CUST06171,36,Delhi,197979,168873,165913,75355,684,0.84,72,108213,123241,1,2,0.38,-0.22,None,0
CUST06172,44,Nagpur,83621,86717,27368,13448,796,0.56,72,23211,18034,0,0,0.16,0.51,Auto Loan,1
CUST06173,44,Bangalore,149504,47881,110927,1789,689,0.88,55,76953,535,0,3,0.01,0.25,Personal Loan,1
CUST06174,51,Nagpur,133490,85471,91744,25374,657,0.57,53,49767,64416,1,3,0.19,0.12,None,0
CUST06175,24,Chennai,200361,328121,117392,13811,630,0.48,30,53620,38847,0,1,0.07,0.35,None,0
CUST06176,29,Mumbai,95328,71459,29297,32790,780,0.94,89,29307,39079,0,1,0.34,0.35,Auto Loan,1
CUST06177,40,Pune,237486,54922,84500,34983,644,0.63,68,33755,128397,0,3,0.15,0.5,Auto Loan,1
CUST06178,34,Mumbai,247131,213918,195389,30751,620,0.66,30,99438,19807,0,1,0.12,0.08,None,0
CUST06179,27,Delhi,55008,56727,43998,12692,665,0.54,80,23700,11632,0,1,0.23,-0.03,None,0
CUST06180,42,Pune,168802,290672,108659,12732,607,0.45,64,26122,107374,0,2,0.08,0.28,Auto Loan,1
CUST06181,39,Nagpur,144975,133400,75718,54555,626,0.64,42,54350,4811,1,1,0.38,0.1,None,0
CUST06182,49,Hyderabad,183388,252386,105045,13937,665,0.5,33,50269,109818,1,3,0.08,0.35,Home Loan,1
CUST06183,56,Delhi,50217,75808,13570,8303,830,0.63,25,2974,6749,1,2,0.17,0.56,None,0
CUST06184,49,Pune,229422,409962,173610,94221,760,0.99,97,75225,46829,1,1,0.41,-0.17,Home Loan,1
CUST06185,25,Delhi,116498,117526,78383,41566,796,0.8,55,13081,30069,0,2,0.36,-0.03,None,0
CUST06186,51,Chennai,219986,291617,183792,44282,697,0.46,93,17017,27474,0,3,0.2,-0.04,None,0
CUST06187,35,Nagpur,156934,180350,74640,12597,734,0.72,42,29568,34352,1,3,0.08,0.44,Home Loan,1
CUST06188,31,Nagpur,190504,259379,159587,33542,817,0.73,36,54151,87778,0,3,0.18,-0.01,None,0
CUST06189,58,Mumbai,220830,290900,146488,66989,644,0.77,68,89900,70086,1,3,0.3,0.03,Home Loan,1
CUST06190,25,Chennai,69638,54075,37461,29961,587,0.77,78,7911,23502,1,1,0.43,0.03,None,0
CUST06191,23,Nagpur,51147,53101,27586,9934,719,0.82,69,29572,16383,0,1,0.19,0.27,Personal Loan,1
CUST06192,26,Mumbai,102351,102408,29889,18412,729,0.49,69,40746,59555,1,3,0.18,0.53,Home Loan,1
CUST06193,41,Hyderabad,163583,194534,106304,1575,700,0.91,81,95347,73470,0,0,0.01,0.34,Personal Loan,1
CUST06194,49,Delhi,23925,3127,6305,6226,816,0.84,36,13090,3997,1,0,0.26,0.48,Personal Loan,1
CUST06195,54,Hyderabad,108587,72184,83222,43661,623,0.62,77,27504,75246,1,0,0.4,-0.17,None,0
CUST06196,31,Nagpur,120109,34839,79514,10107,623,0.46,87,26509,11797,1,2,0.08,0.25,Home Loan,1
CUST06197,57,Chennai,18468,25563,7289,7663,664,0.78,93,5914,4053,1,1,0.41,0.19,None,0
CUST06198,39,Bangalore,23225,18251,7618,2800,753,0.84,44,9853,14872,0,0,0.12,0.55,Personal Loan,1
CUST06199,55,Hyderabad,84953,15160,50723,22190,756,0.86,78,45631,4120,1,1,0.26,0.14,Home Loan,1
CUST06200,55,Mumbai,118014,111100,43255,21767,748,0.91,43,8148,66687,1,0,0.18,0.45,Home Loan,1
CUST06201,35,Nagpur,23738,5412,12554,3845,737,0.41,20,12929,1250,1,3,0.16,0.31,None,0
CUST06202,52,Hyderabad,71246,88574,41251,14885,740,0.99,23,27414,22055,0,2,0.21,0.21,Personal Loan,1
CUST06203,43,Nagpur,161801,150241,54507,57631,779,0.47,98,54067,105213,1,3,0.36,0.31,Home Loan,1
CUST06204,34,Mumbai,63057,41411,27674,632,600,0.53,93,20788,19767,1,3,0.01,0.55,Auto Loan,1
CUST06205,44,Chennai,165528,257828,90522,9486,723,0.45,93,26113,73017,0,2,0.06,0.4,Auto Loan,1
CUST06206,55,Nagpur,150827,142846,118558,7237,680,0.98,55,75289,33405,1,2,0.05,0.17,Home Loan,1
CUST06207,32,Chennai,116882,147280,57933,51003,751,0.75,45,25576,76561,0,1,0.44,0.07,None,0
CUST06208,32,Nagpur,147141,52221,41008,10519,633,0.94,73,21049,73687,1,1,0.07,0.65,Home Loan,1
CUST06209,36,Mumbai,238900,405223,165783,89697,778,0.43,94,97512,79075,0,3,0.38,-0.07,None,0
CUST06210,59,Mumbai,127371,140656,40724,52440,752,0.48,38,51407,30448,0,0,0.41,0.27,Personal Loan,1
CUST06211,33,Chennai,130388,168893,81832,51321,653,0.5,29,54072,68386,0,3,0.39,-0.02,None,0
CUST06212,44,Hyderabad,123170,160494,75323,7559,706,0.65,45,53456,63004,1,2,0.06,0.33,Home Loan,1
CUST06213,41,Chennai,154321,161072,80279,52791,813,0.74,56,17045,79814,0,0,0.34,0.14,None,0
CUST06214,47,Nagpur,87741,87093,49682,33635,681,0.99,44,22578,43738,1,2,0.38,0.05,None,0
CUST06215,36,Chennai,91092,151956,37053,38107,669,0.88,45,9884,14385,0,3,0.42,0.17,Mortgage Loan,1
CUST06216,43,Delhi,140379,238390,105799,24521,787,0.52,70,10914,52358,0,3,0.17,0.07,Auto Loan,1
CUST06217,34,Chennai,46635,37748,20673,11884,584,0.42,95,3159,17261,0,2,0.25,0.3,Auto Loan,1
CUST06218,53,Hyderabad,207897,91063,54445,54777,655,0.8,71,68102,31333,1,2,0.26,0.47,Home Loan,1
CUST06219,34,Pune,92011,27853,66093,11855,675,0.7,68,48312,19166,1,1,0.13,0.15,Home Loan,1
CUST06220,27,Bangalore,56572,57417,20070,3502,745,0.75,90,12784,9402,1,0,0.06,0.58,Auto Loan,1
CUST06221,59,Hyderabad,156017,191071,110397,24043,823,0.66,41,42509,50345,0,0,0.15,0.14,None,0
CUST06222,41,Pune,108069,47799,27674,9472,716,0.57,34,13180,34236,1,2,0.09,0.66,Home Loan,1
CUST06223,56,Pune,137544,124411,41232,43601,718,0.52,42,30242,31832,1,1,0.32,0.38,Home Loan,1
CUST06224,50,Delhi,144894,245681,48994,1696,666,0.68,72,52169,36659,1,0,0.01,0.65,Home Loan,1
CUST06225,39,Mumbai,228636,50857,82919,32021,649,0.89,25,16478,127465,1,0,0.14,0.5,Home Loan,1
CUST06226,30,Chennai,145910,184654,41949,63512,619,0.69,38,45063,4186,1,0,0.44,0.28,None,0
CUST06227,59,Bangalore,102837,36097,39937,17904,725,0.62,26,10466,29290,0,1,0.17,0.44,Mortgage Loan,1
CUST06228,30,Bangalore,205349,305092,77299,76524,787,0.88,25,85928,60072,1,1,0.37,0.25,Home Loan,1
CUST06229,56,Hyderabad,79382,104337,38202,24821,640,0.81,49,46019,31832,1,2,0.31,0.21,Home Loan,1
CUST06230,47,Mumbai,207169,347171,144880,49576,785,0.57,56,21888,34963,0,0,0.24,0.06,None,0
CUST06231,46,Pune,239469,231854,125523,6980,834,0.91,71,24424,114183,0,0,0.03,0.45,Auto Loan,1
CUST06232,22,Mumbai,224002,103983,77236,93749,624,0.87,70,118760,89815,0,2,0.42,0.24,Personal Loan,1
CUST06233,24,Nagpur,134019,216373,91479,54837,600,0.48,69,20411,7394,0,1,0.41,-0.09,None,0
CUST06234,33,Hyderabad,202819,288077,145033,19352,680,0.51,65,50073,36201,0,3,0.1,0.19,Auto Loan,1
CUST06235,23,Mumbai,211689,364467,174702,6770,598,0.7,69,72910,103786,1,1,0.03,0.14,None,0
CUST06236,23,Bangalore,41719,59369,25995,15013,773,0.6,53,15623,640,0,3,0.36,0.02,None,0
CUST06237,38,Delhi,21692,31338,10416,4060,658,0.87,59,6222,14214,1,1,0.19,0.33,None,0
CUST06238,24,Bangalore,202431,135234,112019,84639,656,0.48,60,47267,136208,1,2,0.42,0.03,None,0
CUST06239,43,Pune,68273,118734,17998,27038,583,0.63,44,19093,42707,1,3,0.4,0.34,None,0
CUST06240,42,Bangalore,93883,43456,41212,3109,790,0.61,65,9345,26118,0,1,0.03,0.53,Auto Loan,1
CUST06241,32,Hyderabad,186880,310798,137182,13462,841,0.58,43,38357,117537,1,1,0.07,0.19,Home Loan,1
CUST06242,49,Nagpur,168577,281087,68048,26361,831,0.85,79,27698,12796,0,2,0.16,0.44,Auto Loan,1
CUST06243,40,Hyderabad,205537,353334,119502,49199,726,0.74,38,38968,135520,0,0,0.24,0.18,Mortgage Loan,1
CUST06244,31,Chennai,59618,51001,41004,14348,640,0.44,91,28433,32000,1,1,0.24,0.07,Personal Loan,1
CUST06245,29,Bangalore,79401,129476,67032,6262,825,0.77,47,41138,50915,1,1,0.08,0.08,Home Loan,1
CUST06246,34,Bangalore,183450,96223,152342,12884,793,0.65,80,12623,27170,1,1,0.07,0.1,None,0
CUST06247,54,Hyderabad,64826,10137,21929,26284,766,0.52,72,37656,19916,1,0,0.41,0.26,Personal Loan,1
CUST06248,22,Nagpur,245744,238106,124915,59688,807,0.79,23,144339,95909,0,3,0.24,0.25,Personal Loan,1
CUST06249,26,Chennai,181625,150936,74899,17510,733,0.74,52,51615,102737,1,2,0.1,0.49,Home Loan,1
CUST06250,24,Delhi,34002,24961,21976,13488,808,0.8,83,15002,17828,1,3,0.4,-0.04,None,0
CUST06251,57,Pune,45608,25186,12313,13773,715,0.74,26,16843,3005,1,1,0.3,0.43,None,0
CUST06252,23,Hyderabad,207468,187221,162355,23117,775,0.83,65,50197,44009,0,1,0.11,0.11,Auto Loan,1
