customer_id,age,gender,marital_status,dependents,education,employment_type,city_tier,monthly_income,salary_consistency_score,years_with_bank,avg_monthly_balance,monthly_credit_amount,monthly_debit_amount,monthly_transaction_count,emi_obligations,debt_to_income_ratio,credit_utilization_ratio,cibil_score,active_loans,missed_payments_12m,monthly_investment_amount,investment_value,has_fixed_deposit,has_mutual_fund,digital_logins_30d,upi_transactions_30d,mobile_banking_user,loan_product_interest,loan_amount_requested,loan_tenure_months,loan_accepted
CUST004488,28,Female,Single,1,Graduate,Salaried,Tier 1,46105.0,0.83,1.2,17695.07,43184.92,40282.07,42,0.0,0.0,0.143,769,0,0,0.0,0.0,1,0,32,32,1,Personal Loan,410000,60,1
CUST004489,45,Male,Single,1,Professional,Salaried,Tier 3,73530.52,0.837,19.8,44745.01,68873.43,58925.94,33,15186.18,0.207,0.155,758,1,0,44534.09,1273588.84,0,0,23,23,1,Personal Loan,642000,36,0
CUST004490,36,Male,Married,2,Graduate,Salaried,Tier 2,36778.71,0.829,8.1,58253.96,34449.31,28903.72,37,0.0,0.0,0.25,766,0,0,8631.93,302204.46,0,0,31,24,1,Auto Loan,462000,36,0
CUST004491,59,Female,Married,2,Postgraduate,Salaried,Tier 1,58191.42,0.74,5.5,45512.69,54505.84,48810.87,49,0.0,0.0,0.182,772,0,0,29494.17,1546510.05,0,1,13,9,0,Personal Loan,359000,12,0
CUST004492,30,Male,Single,2,Graduate,Business,Tier 2,53085.43,0.729,1.5,24424.74,49723.24,39622.84,31,0.0,0.0,0.248,755,0,0,18540.11,475212.31,0,1,29,32,1,Home Loan,2365000,360,1
CUST004493,32,Male,Single,2,High School,Self-employed,Tier 1,84240.64,0.637,14.0,59969.04,78905.22,72029.35,32,26484.72,0.314,0.267,716,2,0,9090.68,222782.92,0,0,30,33,1,Auto Loan,947000,60,0
CUST004494,29,Female,Married,3,Graduate,Salaried,Tier 2,47143.28,0.878,6.7,11045.1,44157.44,40364.43,32,0.0,0.0,0.428,754,0,0,18149.62,827521.56,0,1,25,24,1,Personal Loan,400000,60,0
CUST004495,44,Male,Married,1,High School,Self-employed,Tier 1,40950.42,0.63,5.4,61342.26,38356.81,36607.07,45,8889.58,0.217,0.36,716,1,0,7927.19,527865.33,0,1,24,26,0,Personal Loan,190000,36,0
CUST004496,25,Male,Married,3,Graduate,Salaried,Tier 1,50909.76,0.884,7.0,24733.17,47685.37,38019.35,34,9791.78,0.192,0.524,686,2,0,24025.53,957620.75,0,1,25,46,1,Personal Loan,282000,36,1
CUST004497,35,Male,Married,0,High School,Salaried,Tier 2,44399.21,0.827,1.7,21397.43,41587.17,34427.52,35,3954.21,0.089,0.309,768,1,0,8940.83,328715.19,0,0,26,24,0,Auto Loan,589000,36,0
CUST004498,21,Female,Married,2,Postgraduate,Salaried,Tier 2,33666.33,0.829,3.0,21507.1,31534.06,30584.08,40,8540.85,0.254,0.514,634,1,1,17028.22,849882.55,0,0,28,39,1,Mortgage Loan,1226000,60,0
CUST004499,43,Female,Single,3,Graduate,Self-employed,Tier 1,66003.13,0.829,11.3,27171.92,61822.79,48200.68,34,2970.89,0.045,0.23,707,1,0,0.0,0.0,0,0,15,25,1,Personal Loan,345000,36,1
CUST004500,34,Male,Married,2,High School,Salaried,Tier 3,25824.84,0.782,12.5,8533.39,24189.21,18702.46,30,0.0,0.0,0.604,756,0,0,9162.46,664892.66,0,1,27,26,1,Auto Loan,535000,48,1
CUST004501,24,Male,Married,1,Graduate,Self-employed,Tier 1,44359.43,0.919,6.0,30433.12,41549.91,39079.63,38,1340.44,0.03,0.448,732,1,0,8177.62,146461.38,0,0,21,43,1,Personal Loan,221000,60,1
CUST004502,52,Female,Married,1,Professional,Salaried,Tier 2,55999.66,0.771,6.2,25285.19,52452.9,44476.57,40,5186.27,0.093,0.231,792,2,0,0.0,0.0,0,0,22,15,1,Personal Loan,292000,12,1
CUST004503,26,Male,Married,0,High School,Salaried,Tier 3,31215.65,0.813,2.6,8545.49,29238.59,22039.8,38,0.0,0.0,0.079,813,0,0,11323.15,335544.65,0,0,26,29,1,Personal Loan,202000,48,1
CUST004504,49,Male,Single,2,Graduate,Salaried,Tier 2,24230.34,0.779,6.4,25043.09,22695.7,19800.36,40,1861.06,0.077,0.214,781,1,0,411.21,13535.72,0,0,15,21,1,Personal Loan,151000,48,0
CUST004505,32,Female,Married,1,Postgraduate,Salaried,Tier 2,46985.23,0.849,9.0,5673.57,44009.4,40556.86,42,8540.17,0.182,0.406,730,1,1,4927.01,86595.05,0,0,43,33,1,Personal Loan,231000,60,0
CUST004506,58,Male,Single,3,High School,Business,Tier 2,42616.52,0.449,13.1,11291.24,39917.38,31244.99,39,2636.97,0.062,0.567,706,1,0,6189.49,689838.25,0,0,21,9,1,Personal Loan,303000,48,0
CUST004507,48,Male,Married,1,Postgraduate,Self-employed,Tier 1,86282.53,0.748,11.8,79136.88,80817.79,77104.17,39,21287.15,0.247,0.482,720,1,0,49320.82,1711689.39,1,1,19,11,1,Home Loan,3603000,300,0
CUST004508,29,Male,Single,0,Professional,Salaried,Tier 3,101610.22,0.814,6.6,47418.79,95174.69,83321.01,51,0.0,0.0,0.46,756,0,0,8585.61,621949.11,0,0,31,40,1,Personal Loan,702000,36,0
CUST004509,30,Male,Married,2,Graduate,Government,Tier 1,44066.1,0.975,11.2,52643.77,41275.15,33389.02,33,11404.58,0.259,0.197,729,1,1,6297.25,201610.62,0,1,35,24,1,Auto Loan,521000,60,0
CUST004510,47,Male,Married,2,Graduate,Salaried,Tier 2,89269.48,1.0,7.3,101050.18,83615.56,76334.17,40,11197.46,0.125,0.13,786,1,0,41303.77,1969279.43,0,1,16,13,1,Personal Loan,746000,36,0
CUST004511,37,Male,Single,3,Professional,Salaried,Tier 2,81818.57,0.838,7.2,82479.29,76636.55,58190.08,46,0.0,0.0,0.502,791,0,0,28665.93,924115.69,1,1,13,33,1,Auto Loan,1204000,24,1
CUST004512,38,Male,Married,1,High School,Salaried,Tier 2,43246.49,0.911,4.2,61536.92,40507.45,36451.18,41,8785.13,0.203,0.574,694,1,0,0.0,0.0,1,0,27,24,1,Home Loan,2307000,360,0
CUST004513,54,Female,Single,2,Graduate,Self-employed,Tier 2,58843.62,0.597,5.7,28168.91,55116.73,38671.08,46,4524.34,0.077,0.279,738,2,0,25246.24,944142.79,0,1,11,9,1,Home Loan,2625000,360,0
CUST004514,32,Female,Married,2,High School,Salaried,Tier 2,43810.6,0.946,4.7,22648.02,41035.84,32714.96,46,5686.23,0.13,0.582,756,2,0,5075.11,331993.72,0,0,30,28,1,Home Loan,1525000,120,0
CUST004515,41,Male,Married,2,Postgraduate,Government,Tier 2,52836.15,0.978,7.7,30246.96,49489.75,35645.93,49,7217.69,0.137,0.145,790,1,0,0.0,0.0,1,1,20,31,1,Auto Loan,1094000,60,1
CUST004516,51,Male,Single,0,Graduate,Salaried,Tier 2,49349.32,0.779,1.0,51539.19,46223.76,35573.96,47,19021.48,0.385,0.46,633,1,2,13138.01,159989.51,0,0,11,10,1,Home Loan,2378000,300,0
CUST004517,49,Female,Single,1,Postgraduate,Salaried,Tier 2,65088.14,0.988,10.1,25641.07,60965.75,55711.16,40,0.0,0.0,0.144,754,0,0,9582.27,507187.83,0,0,23,20,1,Home Loan,2782000,120,1
CUST004518,38,Female,Single,0,Graduate,Self-employed,Tier 1,43833.69,0.661,2.9,42987.9,41057.46,37368.18,35,0.0,0.0,0.044,780,0,0,2830.87,56687.39,0,0,27,18,1,Personal Loan,436000,60,0
CUST004519,37,Female,Married,0,Graduate,Business,Tier 2,65506.34,0.706,0.6,38510.39,61357.47,44012.3,45,4347.93,0.066,0.264,703,1,0,0.0,0.0,1,0,24,29,1,Home Loan,1754000,360,0
CUST004520,21,Male,Married,5,Postgraduate,Salaried,Tier 3,58654.61,0.935,1.9,61228.35,54939.69,53431.94,46,18895.01,0.322,0.444,738,1,0,0.0,0.0,0,0,28,37,1,Mortgage Loan,2497000,180,1
CUST004521,28,Male,Single,1,Graduate,Self-employed,Tier 1,49396.48,0.752,10.0,48566.5,46267.93,41883.21,42,5802.13,0.117,0.312,759,1,0,17280.38,478141.85,0,1,23,32,0,Mortgage Loan,3246000,180,0
CUST004522,44,Male,Single,2,Postgraduate,Salaried,Tier 1,65760.88,0.797,5.7,33725.75,61595.88,54889.41,31,8851.02,0.135,0.411,723,1,0,17835.7,747734.62,0,0,28,24,1,Auto Loan,1454000,84,0
CUST004523,38,Female,Married,1,Graduate,Salaried,Tier 3,92566.67,0.954,7.1,143790.54,86703.92,79627.8,47,22152.39,0.239,0.4,745,2,0,59766.19,4114747.82,1,1,20,21,1,Mortgage Loan,6844000,60,0
CUST004524,41,Male,Single,0,High School,Salaried,Tier 1,38927.15,0.883,2.0,38890.09,36461.68,35138.87,34,0.0,0.0,0.106,761,0,0,15047.65,664372.78,0,0,18,28,1,Personal Loan,284000,36,0
CUST004525,51,Female,Married,1,Graduate,Salaried,Tier 2,80876.6,0.86,13.5,14867.2,75754.24,66921.33,41,0.0,0.0,0.208,773,0,0,7551.87,406234.27,0,0,16,16,0,Home Loan,4426000,300,1
CUST004526,27,Female,Married,2,Postgraduate,Government,Tier 2,53673.54,0.898,6.4,8306.78,50274.1,41067.28,35,0.0,0.0,0.324,753,0,1,0.0,0.0,0,0,29,38,1,Personal Loan,281000,36,0
CUST004527,37,Female,Single,1,Postgraduate,Self-employed,Tier 2,118901.36,0.688,10.5,35554.71,111370.69,99491.45,45,11526.94,0.097,0.472,724,2,0,1493.07,42175.14,0,0,25,30,1,Home Loan,4841000,240,1
CUST004528,42,Male,Divorced,1,Postgraduate,Salaried,Tier 1,87333.65,0.767,3.7,48119.79,81802.33,66771.65,37,21139.16,0.242,0.322,755,1,0,0.0,0.0,0,0,24,25,1,Mortgage Loan,4593000,84,0
CUST004529,32,Male,Single,1,Graduate,Salaried,Tier 2,44003.13,0.813,14.0,49734.1,41216.17,30537.38,33,8000.35,0.182,0.79,693,1,0,5493.89,375550.0,0,0,28,34,0,Auto Loan,646000,36,0
CUST004530,56,Female,Married,0,Postgraduate,Salaried,Tier 2,80132.29,0.745,8.9,36350.02,75057.08,69696.82,43,0.0,0.0,0.209,748,0,0,39679.36,2036052.63,0,1,16,8,0,Home Loan,3741000,300,0
CUST004531,50,Female,Married,1,Graduate,Salaried,Tier 2,53446.47,0.947,6.9,24422.16,50061.41,44466.72,42,18894.34,0.354,0.177,713,2,0,16886.43,474317.34,0,1,16,12,0,Mortgage Loan,3773000,180,0
CUST004532,43,Male,Single,1,Postgraduate,Salaried,Tier 2,76230.95,0.893,4.3,50869.99,71402.83,56488.23,67,21441.58,0.281,0.274,756,2,0,0.0,0.0,0,0,27,28,1,Auto Loan,1564000,60,1
CUST004533,60,Female,Married,2,Postgraduate,Salaried,Tier 3,48713.68,0.899,14.5,68255.43,45628.38,38432.29,42,8603.41,0.177,0.192,725,1,0,0.0,0.0,0,0,4,4,0,Personal Loan,315000,36,0
CUST004534,24,Male,Widowed,2,Graduate,Salaried,Tier 3,38805.43,0.843,6.0,27302.78,36347.67,33753.1,38,11598.25,0.299,0.183,726,1,0,14106.75,505977.86,0,1,38,33,1,Personal Loan,292000,48,1
CUST004535,40,Female,Married,1,High School,Salaried,Tier 1,141071.25,0.864,5.5,67764.27,132136.44,127510.89,37,13809.38,0.098,0.422,737,1,1,19526.38,851144.85,0,0,20,16,1,Home Loan,6761000,360,1
CUST004536,44,Female,Single,2,Professional,Salaried,Tier 1,71113.58,0.865,1.4,19840.73,66609.57,51091.35,46,0.0,0.0,0.207,817,0,0,0.0,0.0,0,0,17,16,0,Home Loan,1942000,240,1
CUST004537,30,Female,Divorced,1,Graduate,Salaried,Tier 1,60311.45,0.907,12.0,15365.12,56491.6,46004.68,45,0.0,0.0,0.501,774,0,0,5956.64,167677.5,1,0,21,26,1,Home Loan,2638000,180,1
CUST004538,43,Male,Single,1,Postgraduate,Salaried,Tier 3,61314.01,0.757,9.7,13594.4,57430.66,51108.78,44,8129.34,0.133,0.289,706,1,0,18422.65,1358292.11,1,1,23,26,1,Personal Loan,424000,12,0
CUST004539,28,Female,Single,1,Graduate,Self-employed,Tier 1,35392.96,0.678,10.0,26943.19,33151.33,28278.07,38,4468.17,0.126,0.055,769,1,0,0.0,0.0,1,0,23,32,1,Personal Loan,329000,48,1
CUST004540,48,Female,Single,3,Graduate,Salaried,Tier 2,80336.4,0.916,2.5,54931.42,75248.26,61043.14,49,0.0,0.0,0.627,717,0,1,0.0,0.0,0,0,24,28,1,Home Loan,2975000,300,0
CUST004541,52,Male,Married,0,Graduate,Self-employed,Tier 2,55304.35,0.709,1.4,44780.43,51801.62,48118.72,40,14212.04,0.257,0.509,718,1,1,5421.29,234417.26,0,0,13,15,0,Personal Loan,477000,12,0
CUST004542,43,Female,Single,1,Graduate,Government,Tier 2,38299.84,1.0,7.6,37059.56,35874.1,27180.73,34,0.0,0.0,0.196,798,0,0,8459.44,539791.89,0,0,15,22,1,Home Loan,1388000,240,0
CUST004543,21,Male,Single,2,Graduate,Salaried,Tier 2,63935.45,0.901,3.0,39737.85,59886.07,59470.91,36,11987.18,0.187,0.614,664,1,1,28945.09,1412731.91,0,1,34,34,1,Personal Loan,553000,48,0
CUST004544,29,Female,Divorced,0,Postgraduate,Salaried,Tier 1,61969.5,0.95,8.4,19294.69,58044.63,48698.07,44,2279.91,0.037,0.405,692,1,2,0.0,0.0,0,0,28,32,0,Auto Loan,1100000,72,0
CUST004545,46,Male,Married,1,Graduate,Government,Tier 2,87252.72,1.0,1.6,32355.09,81726.53,69546.64,47,0.0,0.0,0.302,719,0,0,10360.46,220923.93,0,1,16,18,1,Auto Loan,1357000,60,0
CUST004546,40,Female,Single,1,Graduate,Salaried,Tier 1,78665.54,0.821,6.4,47258.41,73683.22,65893.99,46,14215.75,0.181,0.243,766,1,0,40447.5,527698.79,0,0,18,23,1,Personal Loan,667000,24,0
CUST004547,21,Male,Married,2,Graduate,Self-employed,Tier 1,51193.25,0.733,3.0,22500.71,47950.9,39712.37,39,6920.33,0.135,0.221,724,1,0,12746.16,213575.74,0,1,26,34,1,Auto Loan,562000,36,1
CUST004548,54,Male,Single,2,Graduate,Self-employed,Tier 1,106194.09,0.516,11.8,19078.55,99468.24,72923.48,33,0.0,0.0,0.208,714,0,1,15162.53,905990.48,0,1,20,10,1,Home Loan,4890000,360,0
CUST004549,42,Male,Married,1,High School,Salaried,Tier 3,43539.77,0.815,1.6,15686.15,40782.16,36116.84,40,6757.96,0.155,0.31,688,1,0,1201.51,20574.69,0,0,20,21,1,Personal Loan,379000,12,1
CUST004550,31,Male,Married,0,Postgraduate,Salaried,Tier 1,68979.34,0.935,4.9,92296.92,64610.5,60528.1,42,3884.64,0.056,0.3,735,1,0,0.0,0.0,1,0,31,42,1,Auto Loan,1046000,84,0
CUST004551,51,Female,Married,0,Postgraduate,Salaried,Tier 1,85809.63,0.79,5.8,55111.31,80374.84,66834.03,47,4421.33,0.052,0.342,744,1,0,14312.65,127036.42,0,1,17,10,1,Home Loan,4821000,180,0
CUST004552,33,Female,Married,2,Graduate,Salaried,Tier 1,79964.9,0.967,7.9,47963.9,74900.29,71382.6,42,28985.92,0.362,0.76,723,2,0,14076.4,140943.05,1,1,32,29,1,Mortgage Loan,2851000,180,0
CUST004553,32,Male,Married,1,Graduate,Government,Tier 1,167189.63,1.0,2.8,56705.32,156600.6,141685.29,53,25550.56,0.153,0.248,748,1,0,0.0,0.0,1,0,34,31,1,Auto Loan,2256000,60,0
CUST004554,44,Male,Single,0,Graduate,Government,Tier 1,32047.38,0.985,16.5,7354.34,30017.64,29547.26,35,6313.04,0.197,0.243,771,1,0,5827.41,227112.48,1,0,17,23,1,Mortgage Loan,1362000,60,1
CUST004555,60,Male,Married,2,Professional,Government,Tier 2,55904.76,0.974,16.1,32573.11,52364.01,47475.0,47,5964.57,0.107,0.179,795,2,0,16426.19,912065.23,0,0,9,10,1,Home Loan,2447000,180,0
CUST004556,58,Male,Married,0,Graduate,Self-employed,Tier 2,44459.94,0.652,12.4,31295.42,41644.05,37896.46,42,0.0,0.0,0.42,722,0,1,15229.85,1179837.24,0,1,13,9,0,Auto Loan,497000,36,0
CUST004557,44,Male,Married,0,Postgraduate,Salaried,Tier 2,65784.51,0.896,8.1,15089.85,61618.02,52559.06,53,0.0,0.0,0.249,741,0,0,4403.37,335873.4,0,0,16,15,1,Personal Loan,546000,36,0
CUST004558,45,Male,Married,1,Postgraduate,Salaried,Tier 3,41659.42,0.963,1.7,39552.34,39020.9,34933.51,33,4225.51,0.101,0.113,780,1,0,10836.48,455612.6,1,1,16,18,0,Auto Loan,581000,72,1
CUST004559,49,Male,Widowed,1,Professional,Business,Tier 1,197464.06,0.813,17.1,81750.95,184957.58,146524.99,68,8901.71,0.045,0.144,790,1,0,36787.27,1954186.03,0,1,16,14,1,Home Loan,11723000,120,1
CUST004560,26,Male,Married,3,Postgraduate,Business,Tier 2,40618.04,0.729,1.5,28216.39,38045.48,36218.86,41,10182.79,0.251,0.554,696,1,1,1423.25,59729.05,0,0,17,29,1,Mortgage Loan,1736000,180,0
CUST004561,47,Female,Divorced,0,Graduate,Government,Tier 2,45299.35,0.844,1.6,26047.49,42430.3,40842.61,33,3501.02,0.077,0.576,676,1,1,7791.33,280593.66,0,0,10,18,0,Mortgage Loan,1966000,180,0
CUST004562,32,Male,Married,1,Graduate,Self-employed,Tier 2,40850.08,0.648,3.6,21627.0,38262.82,32075.38,34,12534.25,0.307,0.482,727,1,0,2632.4,29615.34,0,0,21,30,1,Auto Loan,869000,24,0
CUST004563,44,Male,Single,1,Graduate,Salaried,Tier 1,101203.49,0.901,8.3,293541.42,94793.72,80051.77,42,40093.49,0.396,0.672,638,3,1,0.0,0.0,0,0,24,11,1,Personal Loan,758000,60,0
CUST004564,37,Female,Married,2,High School,Salaried,Tier 2,34536.27,0.945,7.4,27340.72,32348.9,27684.45,30,8895.11,0.258,0.342,768,2,0,4460.83,52084.82,1,0,15,24,0,Personal Loan,187000,48,1
CUST004565,46,Male,Single,0,Professional,Self-employed,Tier 1,69203.67,0.705,14.3,39487.71,64820.62,53619.32,44,0.0,0.0,0.187,783,0,0,0.0,0.0,0,0,23,16,1,Home Loan,2178000,180,1
CUST004566,41,Male,Single,1,Graduate,Salaried,Tier 1,72129.7,0.984,5.4,59798.09,67561.33,55376.48,49,6158.21,0.085,0.31,816,1,0,19254.16,1023456.53,0,1,19,21,0,Personal Loan,620000,36,0
CUST004567,21,Female,Married,0,Graduate,Salaried,Tier 2,24396.99,0.826,3.0,10661.21,22851.8,21376.85,47,6001.0,0.246,0.206,730,2,0,6899.87,94982.85,0,1,31,31,1,Home Loan,700000,360,1
CUST004568,42,Male,Married,0,High School,Self-employed,Tier 1,31604.73,0.617,4.6,29251.51,29603.03,22145.8,46,8529.28,0.27,0.364,729,1,0,8689.88,215398.44,0,0,22,23,0,Home Loan,1679000,120,0
CUST004569,47,Female,Married,1,Graduate,Business,Tier 3,100627.63,0.801,16.8,66739.56,94254.33,91751.8,48,13468.42,0.134,0.273,752,1,0,27794.36,882515.43,1,1,25,24,1,Auto Loan,1612000,84,0
CUST004570,45,Female,Married,0,Graduate,Salaried,Tier 3,37931.26,0.808,10.1,19398.42,35528.87,32818.08,44,13056.38,0.344,0.264,760,3,0,1125.99,104016.55,0,0,20,30,1,Personal Loan,227000,36,1
CUST004571,39,Male,Single,0,Graduate,Salaried,Tier 2,62152.94,0.798,8.0,29188.37,58216.46,42461.97,47,4261.83,0.069,0.143,763,2,0,0.0,0.0,0,0,24,24,0,Home Loan,2032000,300,0
CUST004572,58,Male,Divorced,1,Graduate,Salaried,Tier 3,39937.61,0.885,1.7,20281.94,37408.14,33189.29,31,1983.13,0.05,0.376,743,1,0,6959.19,53854.68,0,1,23,7,0,Auto Loan,497000,72,0
CUST004573,43,Male,Married,2,Graduate,Self-employed,Tier 2,66854.28,0.731,3.5,37679.72,62620.03,52440.93,44,7010.31,0.105,0.234,787,1,1,0.0,0.0,0,1,21,21,1,Personal Loan,620000,48,0
CUST004574,45,Female,Single,2,Graduate,Government,Tier 1,115626.22,0.968,9.9,136665.54,108302.98,105485.33,45,12586.9,0.109,0.2,777,1,0,46948.76,2810032.27,1,1,27,19,1,Mortgage Loan,4658000,120,1
CUST004575,51,Male,Single,1,Graduate,Government,Tier 3,50159.66,0.741,3.4,36632.71,46982.78,37817.95,33,0.0,0.0,0.288,718,0,2,0.0,0.0,0,0,12,19,1,Home Loan,2825000,360,0
CUST004576,44,Female,Single,0,Graduate,Salaried,Tier 1,57281.99,0.869,3.2,8720.75,53654.01,46059.83,41,0.0,0.0,0.229,743,0,0,9930.36,72541.16,1,0,21,25,1,Mortgage Loan,2525000,84,1
CUST004577,30,Male,Divorced,3,Postgraduate,Self-employed,Tier 1,46933.73,0.611,12.0,73291.21,43961.16,35336.36,52,0.0,0.0,0.312,731,0,1,3257.16,85453.15,0,0,28,28,1,Personal Loan,279000,48,0
CUST004578,21,Female,Single,1,Postgraduate,Salaried,Tier 1,88061.49,0.976,3.0,69354.65,82484.08,72819.4,44,22883.43,0.26,0.283,762,1,0,27718.53,380415.85,1,1,22,36,1,Personal Loan,600000,24,1
CUST004579,35,Male,Divorced,0,Graduate,Salaried,Tier 2,57935.85,0.757,2.3,153632.74,54266.46,44124.26,45,509.18,0.009,0.16,768,1,0,0.0,0.0,1,0,21,33,1,Personal Loan,369000,48,1
CUST004580,48,Female,Single,1,Professional,Self-employed,Tier 1,143190.2,0.716,14.1,77397.64,134121.18,117756.07,51,0.0,0.0,0.151,742,0,0,44301.7,2351823.0,0,1,21,24,1,Personal Loan,721000,12,1
CUST004581,36,Female,Married,0,Graduate,Government,Tier 2,44229.81,0.952,13.6,50720.73,41428.49,38524.85,40,1524.06,0.034,0.317,736,1,0,3180.92,326279.49,0,0,25,24,1,Auto Loan,818000,72,1
CUST004582,49,Female,Single,2,Postgraduate,Self-employed,Tier 3,119215.93,0.691,4.6,106979.55,111665.34,103064.77,59,39944.6,0.335,0.414,648,1,1,18560.35,714994.05,0,1,19,17,1,Home Loan,3342000,120,0
CUST004583,42,Male,Married,3,Postgraduate,Government,Tier 3,47409.31,1.0,10.1,29891.44,44406.62,31563.91,42,5380.12,0.113,0.258,757,1,0,38178.16,2801929.53,0,1,24,23,1,Home Loan,2597000,300,0
CUST004584,54,Male,Married,2,Graduate,Salaried,Tier 3,61482.82,0.864,8.2,78913.23,57588.78,39967.63,47,21048.92,0.342,0.517,692,2,0,18039.99,728085.71,1,1,13,13,0,Personal Loan,509000,12,0
CUST004585,37,Male,Married,1,Graduate,Salaried,Tier 1,128137.66,0.888,8.8,64199.49,120022.0,95804.79,53,19621.35,0.153,0.197,777,1,0,0.0,0.0,1,1,20,30,1,Home Loan,4973000,120,0
CUST004586,45,Female,Widowed,1,High School,Salaried,Tier 2,41289.27,1.0,6.9,25147.36,38674.2,40088.69,27,10522.38,0.255,0.523,740,4,0,0.0,0.0,1,0,18,20,1,Personal Loan,262000,36,1
CUST004587,46,Female,Married,0,Graduate,Business,Tier 3,54047.96,0.8,21.4,15462.11,50624.81,52134.08,50,0.0,0.0,0.276,798,0,0,10340.46,1061951.9,0,0,14,18,0,Home Loan,1622000,180,1
CUST004588,57,Male,Single,2,Graduate,Government,Tier 1,54609.04,1.0,3.4,26736.93,51150.35,43754.29,52,15092.52,0.276,0.188,769,5,1,2218.07,118025.32,0,0,11,9,0,Personal Loan,419000,36,0
CUST004589,21,Female,Married,5,Postgraduate,Government,Tier 3,30485.86,1.0,2.4,9826.96,28555.02,25191.95,36,0.0,0.0,0.221,825,0,0,4516.37,52083.38,0,0,41,35,1,Auto Loan,492000,36,0
CUST004590,35,Male,Single,1,Graduate,Self-employed,Tier 2,53842.63,0.822,4.5,31073.53,50432.48,44964.58,42,3676.64,0.068,0.543,684,1,1,8683.9,462344.93,0,1,19,13,1,Personal Loan,263000,12,0
CUST004591,49,Male,Divorced,3,High School,Business,Tier 3,93703.34,0.767,12.1,77161.59,87768.6,84613.66,54,12340.62,0.132,0.393,693,1,1,13193.27,910553.72,0,0,17,10,1,Personal Loan,601000,12,0
CUST004592,57,Male,Married,0,High School,Self-employed,Tier 1,70194.35,0.68,6.1,50368.13,65748.56,63501.69,42,0.0,0.0,0.589,766,0,0,39110.44,1360088.42,0,1,14,9,1,Home Loan,3752000,360,1
CUST004593,43,Male,Single,1,Postgraduate,Salaried,Tier 1,98726.31,0.931,9.2,63513.17,92473.43,70611.38,46,20082.72,0.203,0.629,711,3,0,7079.16,328074.37,0,0,17,12,1,Auto Loan,1314000,36,0
CUST004594,37,Female,Single,2,High School,Self-employed,Tier 3,34411.03,0.626,11.7,30352.61,32231.59,26814.76,43,0.0,0.0,0.308,745,0,0,3280.57,213802.33,0,0,18,29,0,Personal Loan,169000,48,0
CUST004595,48,Female,Single,0,Graduate,Self-employed,Tier 1,41224.24,0.738,2.3,105628.24,38613.28,33946.81,35,4390.17,0.106,0.596,787,1,0,3219.0,23371.2,0,0,16,18,1,Personal Loan,281000,12,1
CUST004596,50,Male,Divorced,0,Graduate,Self-employed,Tier 3,52457.17,0.752,11.3,22361.9,49134.77,48049.25,36,14928.77,0.285,0.462,686,1,0,0.0,0.0,0,1,18,9,1,Home Loan,1759000,120,0
CUST004597,36,Female,Married,1,Graduate,Salaried,Tier 1,39808.41,0.854,10.2,101038.89,37287.13,32357.36,32,15788.73,0.397,0.622,686,3,0,9606.27,689503.2,0,0,25,21,1,Auto Loan,558000,60,1
CUST004598,44,Male,Single,2,Postgraduate,Business,Tier 1,233639.68,0.71,1.2,55203.84,218842.0,198158.99,68,23553.16,0.101,0.438,694,2,0,87843.0,4454903.98,0,1,23,20,0,Personal Loan,1434000,24,0
CUST004599,53,Male,Married,2,Postgraduate,Business,Tier 2,76833.12,0.748,1.7,10152.77,71966.86,67105.75,41,0.0,0.0,0.469,617,0,2,11750.9,669779.57,0,0,13,8,0,Personal Loan,403000,24,0
CUST004600,61,Female,Single,4,Graduate,Retired,Tier 3,18100.27,0.88,7.0,21619.5,16953.88,15450.2,29,877.85,0.048,0.333,718,1,0,0.0,0.0,0,0,8,6,0,Auto Loan,373000,60,0
CUST004601,48,Male,Single,2,Professional,Salaried,Tier 2,44359.04,0.798,1.8,26193.54,41549.54,38301.35,45,12697.2,0.286,0.225,686,4,1,8066.93,461835.49,0,0,16,19,1,Personal Loan,431000,48,1
CUST004602,40,Female,Married,1,Postgraduate,Salaried,Tier 2,51228.53,0.861,8.5,11018.25,47983.95,46984.46,48,6813.83,0.133,0.405,711,2,0,26710.32,2131739.16,1,1,26,21,1,Home Loan,2591000,120,0
CUST004603,39,Male,Single,0,Postgraduate,Business,Tier 1,33944.07,0.726,3.7,19615.21,31794.21,30558.08,40,8920.21,0.263,0.383,743,3,0,14243.13,697182.99,0,0,19,16,1,Personal Loan,284000,24,0
CUST004604,46,Female,Married,0,High School,Government,Tier 1,50763.95,1.0,3.0,22062.18,47548.79,45365.49,53,13630.22,0.269,0.203,754,1,0,14413.32,569760.14,0,1,15,21,1,Personal Loan,330000,60,1
CUST004605,39,Male,Married,0,High School,Salaried,Tier 2,40194.4,0.925,5.6,28926.03,37648.67,33174.91,40,2619.33,0.065,0.223,766,1,0,593.9,7735.66,1,0,23,32,1,Auto Loan,438000,24,1
CUST004606,42,Female,Single,1,Professional,Self-employed,Tier 2,59365.22,0.667,3.7,28513.32,55605.3,51671.6,36,16613.84,0.28,0.471,674,1,0,22351.06,1061249.67,0,1,25,26,1,Mortgage Loan,3359000,84,0
